,brand,color,gear,year,body,loc_1,usage,price
9527,پژو 206 تیپ ۲,سفید,دنده‌ای,1395,بدون رنگ,اصفهان,72000.0,78000000.0
9528,پژو 405 GLX بنزینی,نقره‌ای,دنده‌ای,1391,دو لکه رنگ,اصفهان,100000.0,49000000.0
9529,پژو پارس ساده,سفید,دنده‌ای,1392,یک لکه رنگ,تهران,71000.0,67000000.0
9530,پراید 131 EX,نقره‌ای,دنده‌ای,1384,چند لکه رنگ,مشهد,400.0,26000000.0
9531,سمند LX EF7 بنزینی,خاکستری,دنده‌ای,1396,دو لکه رنگ,تهران,43000.0,81000000.0
9532,پژو پارس ساده,خاکستری,دنده‌ای,1386,چند لکه رنگ,قم,256000.0,45000000.0
9533,جک S5 دنده‌ای,سفید,دنده‌ای,1394,بدون رنگ,اصفهان,50000.0,205000000.0
9534,پراید 131 SE,سفید,دنده‌ای,1393,دو لکه رنگ,قم,122.0,42000000.0
9535,پژو 405 GLX بنزینی,خاکستری,دنده‌ای,1395,بدون رنگ,مشهد,75.0,65500000.0
9536,پراید 131 SX,سفید,دنده‌ای,1390,چند لکه رنگ,تهران,82000.0,30000000.0
9537,پژو پارس ساده,خاکستری,دنده‌ای,1386,چند لکه رنگ,تبریز,202000.0,43000000.0
9538,سمند LX ساده,خاکستری,دنده‌ای,1395,بدون رنگ,تهران,107.0,69000000.0
9539,تیبا صندوق‌دار SX,سفید,دنده‌ای,1396,یک لکه رنگ,تهران,60000.0,53000000.0
9540,پژو 206 تیپ ۲,خاکستری,دنده‌ای,1384,چند لکه رنگ,تهران,200000.0,38500000.0
9541,پژو پارس ساده,سفید,دنده‌ای,1396,دو لکه رنگ,تهران,85.0,88000000.0
9542,پراید 111 SE,سفید,دنده‌ای,1396,بدون رنگ,مشهد,43000.0,46500000.0
9543,پژو 206 تیپ ۲,نقره‌ای,دنده‌ای,1389,دو لکه رنگ,کرج,270000.0,52000000.0
9544,پژو 206 تیپ ۵,خاکستری,دنده‌ای,1396,بدون رنگ,رشت,37000.0,97900000.0
9545,پژو 206 تیپ ۵,سفید,دنده‌ای,1397,بدون رنگ,رشت,10000.0,108000000.0
9546,پژو 405 GLX بنزینی,نقره‌ای,دنده‌ای,1394,بدون رنگ,اصفهان,130000.0,56000000.0
9547,پراید 131 SE,نقره‌ای,دنده‌ای,1392,بدون رنگ,مشهد,110.0,37500000.0
9548,پژو 405 GLX بنزینی,خاکستری,دنده‌ای,1387,چند لکه رنگ,تهران,170000.0,39000000.0
9549,پراید 131 SE,خاکستری,دنده‌ای,1395,یک لکه رنگ,مشهد,110000.0,41500000.0
9550,پراید 131 SX,نوک‌مدادی,دنده‌ای,1390,چند لکه رنگ,تهران,10000.0,30000000.0
9551,پژو 405 GLX بنزینی,نوک‌مدادی,دنده‌ای,1394,یک لکه رنگ,تهران,91000.0,60000000.0
9552,پراید 131 EX,زیتونی,دنده‌ای,1386,بدون رنگ,مشهد,210.0,28000000.0
9553,پراید 111 SE,سفید,دنده‌ای,1398,بدون رنگ,شیراز,4000.0,53000000.0
9554,پراید 111 EX,سفید,دنده‌ای,1397,بدون رنگ,شیراز,35000.0,52500000.0
9555,سمند LX EF7 بنزینی,سرمه‌ای,دنده‌ای,1396,بدون رنگ,تهران,51000.0,80000000.0
9556,پژو 206 تیپ ۲,سفید,دنده‌ای,1396,بدون رنگ,اهواز,50000.0,80000000.0
9557,پراید 111 SX,سفید,دنده‌ای,1396,بدون رنگ,کرج,70000.0,48500000.0
9558,پراید 131 SE,آلبالویی,دنده‌ای,1385,دو لکه رنگ,تهران,200000.0,20000000.0
9559,پراید 111 SE,سفید,دنده‌ای,1397,بدون رنگ,تهران,30000.0,48000000.0
9560,پژو 206 تیپ ۲,سفید,دنده‌ای,1398,بدون رنگ,تهران,0.0,50000000.0
9561,پژو 405 GLX بنزینی,نقره‌ای,دنده‌ای,1392,چند لکه رنگ,مشهد,200000.0,52000000.0
9562,جک S5 دنده‌ای,مشکی,دنده‌ای,1395,بدون رنگ,مشهد,360.0,210000000.0
9563,پراید 131 LE,سفید,دنده‌ای,1382,دو لکه رنگ,کرج,200000.0,18500000.0
9564,پژو 206 تیپ ۵,سفید,دنده‌ای,1394,بدون رنگ,تهران,120.0,79000000.0
9565,پراید 131 TL,نقره‌ای,دنده‌ای,1393,بدون رنگ,تهران,100.0,38000000.0
9566,پراید 111 SE,سفید,دنده‌ای,1397,چند لکه رنگ,رشت,30000.0,44000000.0
9567,پراید 111 SE,سفید,دنده‌ای,1396,دو لکه رنگ,اصفهان,85000.0,45500000.0
9568,پراید 131 SX,نقره‌ای,دنده‌ای,1390,یک لکه رنگ,کرج,185000.0,29500000.0
9569,پراید 131 EX,سفید,دنده‌ای,1392,بدون رنگ,تبریز,210000.0,36000000.0
9570,پژو پارس ساده,مشکی,دنده‌ای,1382,چند لکه رنگ,تهران,380000.0,31800000.0
9571,پژو 206 تیپ ۵,خاکستری,دنده‌ای,1396,یک لکه رنگ,تهران,31000.0,92000000.0
9572,پژو 206 تیپ ۲,سفید,دنده‌ای,1390,چند لکه رنگ,اصفهان,190000.0,55000000.0
9573,پراید 131 SE,نقره‌ای,دنده‌ای,1395,بدون رنگ,تهران,78000.0,42000000.0
9574,پژو 206 تیپ ۲,سفید,دنده‌ای,1397,بدون رنگ,تهران,57000.0,82500000.0
9575,جک S5 دنده‌ای,سفید,دنده‌ای,1394,بدون رنگ,تهران,140000.0,189000000.0
9576,پژو 206 تیپ ۲,خاکستری,دنده‌ای,1389,دو لکه رنگ,کرج,166000.0,55000000.0
9577,پژو 206 تیپ ۲,سفید,دنده‌ای,1390,بدون رنگ,شیراز,84997.0,62000000.0
9578,پژو 206 تیپ ۲,سفید,دنده‌ای,1390,چند لکه رنگ,تهران,159000.0,50000000.0
9579,پراید 131 SE,سفید,دنده‌ای,1396,یک لکه رنگ,تبریز,58000.0,44500000.0
9580,پژو 206 تیپ ۲,سفید,دنده‌ای,1390,یک لکه رنگ,مشهد,174000.0,55500000.0
9581,پژو 206 تیپ ۲,نقره‌ای,دنده‌ای,1390,چند لکه رنگ,کرمانشاه,200.0,43500000.0
9582,پژو 206 تیپ ۲,دلفینی,دنده‌ای,1385,چند لکه رنگ,شیراز,200000.0,39500000.0
9583,پژو 206 تیپ ۲,نقره‌ای,دنده‌ای,1391,بدون رنگ,تهران,120000.0,61000000.0
9584,پژو 206 تیپ ۲,سفید,دنده‌ای,1391,دو لکه رنگ,تهران,180000.0,60000000.0
9585,پژو پارس ساده,نقره‌ای,دنده‌ای,1383,دو لکه رنگ,تهران,300000.0,35500000.0
9586,پژو 405 GLX بنزینی,خاکستری,دنده‌ای,1397,بدون رنگ,تهران,32000.0,74500000.0
9587,جک S5 اتوماتیک,سفید,اتوماتیک,1396,بدون رنگ,شیراز,62000.0,255000000.0
9588,پراید 131 دوگانه‌ سوز,سفید,دنده‌ای,1379,چند لکه رنگ,اهواز,30000.0,11000000.0
9589,پژو 206 تیپ ۲,سفید,دنده‌ای,1394,یک لکه رنگ,رشت,96000.0,70000000.0
9590,سمند LX,سفید,دنده‌ای,1390,یک لکه رنگ,تهران,160000.0,60000000.0
9591,پژو 206 تیپ ۵,مشکی,دنده‌ای,1382,چند لکه رنگ,تبریز,88888.0,34000000.0
9592,پژو 206 تیپ ۵,سفید,دنده‌ای,1390,دو لکه رنگ,تهران,141000.0,64000000.0
9593,پراید 131 SE,سفید,دنده‌ای,1394,چند لکه رنگ,کرمانشاه,127000.0,40000000.0
9594,پراید 131 SX,خاکستری,دنده‌ای,1390,چند لکه رنگ,کرمانشاه,110000.0,31000000.0
9595,پژو 206 تیپ ۲,خاکستری,دنده‌ای,1383,چند لکه رنگ,مشهد,300.0,32500000.0
9596,پژو 206 تیپ ۲,نقره‌ای,دنده‌ای,1382,چند لکه رنگ,تهران,300000.0,35000000.0
9597,پژو 206 تیپ ۲,بژ,دنده‌ای,1383,چند لکه رنگ,تهران,350000.0,36500000.0
9598,پژو 206 تیپ ۵,خاکستری,دنده‌ای,1389,چند لکه رنگ,تهران,360.0,61000000.0
9599,پراید 131 SE,سفید,دنده‌ای,1398,بدون رنگ,تهران,0.0,49400000.0
9600,پژو پارس ساده,خاکستری,دنده‌ای,1387,بدون رنگ,کرمانشاه,200.0,55000000.0
9601,جک S5 اتوماتیک,سفید,اتوماتیک,1396,بدون رنگ,تهران,360.0,268000000.0
9602,پژو 206 تیپ ۲,سفید,دنده‌ای,1396,بدون رنگ,تهران,45.0,82000000.0
9603,پژو پارس ساده,مشکی,دنده‌ای,1388,بدون رنگ,کرج,165000.0,53000000.0
9604,پراید 131 دوگانه‌ سوز,نقره‌ای,دنده‌ای,1389,دو لکه رنگ,تهران,200.0,31000000.0
9605,سمند LX EF7 گازسوز,سفید,دنده‌ای,1390,بدون رنگ,تهران,160000.0,62000000.0
9606,پژو 405 GLX بنزینی,بژ,دنده‌ای,1385,چند لکه رنگ,کرج,152000.0,35000000.0
9607,پژو 405 GLX بنزینی,مشکی,دنده‌ای,1383,چند لکه رنگ,کرج,111111.0,28700000.0
9608,جک S5 اتوماتیک,سفید,اتوماتیک,1395,بدون رنگ,کرمانشاه,48000.0,245000000.0
9609,جک S5 اتوماتیک,مشکی,اتوماتیک,1396,بدون رنگ,مشهد,63000.0,254000000.0
9610,پژو 206 تیپ ۵,سفید,دنده‌ای,1395,دو لکه رنگ,اصفهان,73000.0,86000000.0
9611,پراید 111 SE,سفید,دنده‌ای,1398,بدون رنگ,تهران,10.0,5870000.0
9612,پراید 131 SE,سفید,دنده‌ای,1396,دو لکه رنگ,تهران,0.0,42000000.0
9613,پراید 111 SE,سفید,دنده‌ای,1397,بدون رنگ,تهران,13900.0,52000000.0
9614,پراید 131 SX,سفید,دنده‌ای,1390,دو لکه رنگ,تهران,235000.0,33500000.0
9615,پژو 206 تیپ ۲,گیلاسی,دنده‌ای,1396,بدون رنگ,تبریز,67000.0,81000000.0
9616,پراید 131 SE,سفید,دنده‌ای,1396,بدون رنگ,تهران,100000.0,43000000.0
9617,پژو 206 تیپ ۲,نوک‌مدادی,دنده‌ای,1386,چند لکه رنگ,اصفهان,1000.0,48000000.0
9618,پژو پارس ساده,بژ,دنده‌ای,1383,چند لکه رنگ,تهران,170000.0,40000000.0
9619,پژو 206 تیپ ۲,یشمی,دنده‌ای,1382,چند لکه رنگ,مشهد,300000.0,26000000.0
9620,پژو 206 تیپ ۵,سفید,دنده‌ای,1395,بدون رنگ,اصفهان,60000.0,87000000.0
9621,پژو 206 تیپ ۲,سفید,دنده‌ای,1394,چند لکه رنگ,تهران,100000.0,35000000.0
9622,پژو 206 تیپ ۲,سفید,دنده‌ای,1396,بدون رنگ,مشهد,56000.0,79000000.0
9623,پژو 405 GLX بنزینی,بژ,دنده‌ای,1384,دو لکه رنگ,کرج,240.0,41000000.0
9624,پژو پارس ساده,سفید,دنده‌ای,1397,بدون رنگ,تهران,34000.0,95000000.0
9625,پراید 131 SX,سفید,دنده‌ای,1395,دو لکه رنگ,تهران,91.0,40500000.0
9626,جک S5 دنده‌ای,سفید,دنده‌ای,1395,بدون رنگ,شیراز,82000.0,212500000.0
9627,پراید 131 دوگانه‌ سوز,بژ,دنده‌ای,1386,بدون رنگ,مشهد,0.0,29000000.0
9628,پژو 405 GLX بنزینی,مشکی,دنده‌ای,1382,چند لکه رنگ,اهواز,111111.0,25000000.0
9629,جک S5 اتوماتیک,سفید,اتوماتیک,1396,بدون رنگ,تهران,360.0,262000000.0
9630,دنا معمولی,خاکستری,دنده‌ای,1395,بدون رنگ,تهران,28700.0,119600000.0
9631,سمند LX EF7 گازسوز,زرد,دنده‌ای,1396,بدون رنگ,کرج,35000.0,78000000.0
9632,دنا معمولی 1700cc,سفید,دنده‌ای,1398,بدون رنگ,تهران,0.0,65000000.0
9633,پژو 405 GLX بنزینی,نقرآبی,دنده‌ای,1382,چند لکه رنگ,مشهد,209.0,27500000.0
9634,پراید 131 SE,سفید,دنده‌ای,1396,دو لکه رنگ,تهران,80000.0,44000000.0
9635,سمند LX ساده,سفید,دنده‌ای,1390,چند لکه رنگ,اهواز,288000.0,45000000.0
9636,پراید 131 SX,سفید,دنده‌ای,1391,چند لکه رنگ,تهران,200000.0,27500000.0
9637,پژو 405 GLX بنزینی,نقره‌ای,دنده‌ای,1393,دو لکه رنگ,اصفهان,0.0,54000000.0
9638,پژو 405 GLX بنزینی,نقره‌ای,دنده‌ای,1397,یک لکه رنگ,اصفهان,42000.0,73000000.0
9639,پژو 206 تیپ ۵,سفید,دنده‌ای,1390,بدون رنگ,تهران,81000.0,61000000.0
9640,پراید 131 SE,نقره‌ای,دنده‌ای,1384,چند لکه رنگ,اهواز,100000.0,15000000.0
9641,پژو 206 تیپ ۲,سفید,دنده‌ای,1398,بدون رنگ,تهران,0.0,87500000.0
9642,پژو 206 تیپ ۲,سفید,دنده‌ای,1389,چند لکه رنگ,شیراز,237.0,52500000.0
9643,پژو 206 تیپ ۲,نقرآبی,دنده‌ای,1382,چند لکه رنگ,تهران,277000.0,25500000.0
9644,پراید 111 SE,سفید,اتوماتیک,1398,بدون رنگ,تهران,1000.0,1000000.0
9645,پژو 206 تیپ ۲,نقره‌ای,دنده‌ای,1383,چند لکه رنگ,قم,295000.0,35000000.0
9646,سمند LX EF7 بنزینی,سفید,دنده‌ای,1398,بدون رنگ,تهران,1.0,85000000.0
9647,پژو 405 GLX بنزینی,بژ,دنده‌ای,1378,چند لکه رنگ,شیراز,280000.0,23000000.0
9648,پراید 131 SL,سفید,دنده‌ای,1391,بدون رنگ,تهران,20000.0,21000000.0
9649,پژو 405 GLX بنزینی,نقره‌ای,دنده‌ای,1387,بدون رنگ,مشهد,187000.0,41000000.0
9650,پراید 131 SE,سفید,دنده‌ای,1396,یک لکه رنگ,تهران,360.0,45000000.0
9651,جک S5 اتوماتیک,سفید,اتوماتیک,1396,بدون رنگ,کرج,360.0,265000000.0
9652,پژو 206 تیپ ۵,سفید,دنده‌ای,1397,بدون رنگ,تهران,46000.0,101000000.0
9653,پراید 131 SL,سفید صدفی,دنده‌ای,1398,بدون رنگ,شیراز,14000.0,49300000.0
9654,جک S5 اتوماتیک,سفید,اتوماتیک,1395,بدون رنگ,شیراز,360.0,235000000.0
9655,سمند LX EF7 گازسوز,سفید,دنده‌ای,1391,چند لکه رنگ,تهران,145000.0,59200000.0
9656,پژو 206 تیپ ۲,سفید,دنده‌ای,1397,بدون رنگ,تهران,41500.0,86000000.0
9657,پراید 111 SE,سفید,دنده‌ای,1397,یک لکه رنگ,تهران,59000.0,49800000.0
9658,پژو پارس ساده,دلفینی,دنده‌ای,1398,بدون رنگ,قم,0.0,2600000.0
9659,پژو پارس ساده,سفید,دنده‌ای,1391,دو لکه رنگ,تهران,150000.0,65500000.0
9660,پراید 111 EX,سفید,دنده‌ای,1376,بدون رنگ,تبریز,7500.0,13200000.0
9661,پراید 131 SX,سفید,دنده‌ای,1398,بدون رنگ,تهران,0.0,47800000.0
9662,پژو پارس ساده,مشکی,دنده‌ای,1382,دو لکه رنگ,اصفهان,300000.0,31500000.0
9663,پژو 206 تیپ ۲,خاکستری,دنده‌ای,1397,دو لکه رنگ,تهران,15000.0,79000000.0
9664,پراید 131 SE,سفید,دنده‌ای,1394,دو لکه رنگ,مشهد,200000.0,34000000.0
9665,سمند LX EF7 گازسوز,نقره‌ای,دنده‌ای,1383,دو لکه رنگ,مشهد,385500.0,28000000.0
9666,پراید 131 EX,سفید,دنده‌ای,1398,بدون رنگ,تهران,1.0,15000000.0
9667,پژو 206 تیپ ۲,نقره‌ای,دنده‌ای,1388,چند لکه رنگ,تهران,168000.0,46300000.0
9668,پژو 206 تیپ ۲,سفید,دنده‌ای,1398,بدون رنگ,تهران,0.0,22000000.0
9669,پژو 206 تیپ ۵,سفید,دنده‌ای,1397,بدون رنگ,تهران,22000.0,93000000.0
9670,پژو 405 GLX بنزینی,دلفینی,دنده‌ای,1387,چند لکه رنگ,رشت,260000.0,37000000.0
9671,پراید 111 SE,سفید,دنده‌ای,1398,بدون رنگ,رشت,0.0,30700000.0
9672,جک S5 اتوماتیک,مشکی,اتوماتیک,1396,یک لکه رنگ,تهران,41000.0,250000000.0
9673,پراید 131 SX,سفید,دنده‌ای,1390,یک لکه رنگ,تهران,140000.0,34000000.0
9674,پژو 206 تیپ ۲,سفید,دنده‌ای,1390,چند لکه رنگ,اصفهان,115000.0,50000000.0
9675,پژو پارس ساده,سفید,دنده‌ای,1386,دو لکه رنگ,مشهد,250.0,48500000.0
9676,جک S5 اتوماتیک,مشکی,اتوماتیک,1397,یک لکه رنگ,کرج,19000.0,268500000.0
9677,پژو 405 GLX بنزینی,بژ,دنده‌ای,1383,بدون رنگ,شیراز,235.0,35000000.0
9678,پژو 206 تیپ ۵,سفید,دنده‌ای,1392,چند لکه رنگ,تهران,66666.0,65000000.0
9679,پژو پارس ساده,سفید,دنده‌ای,1388,چند لکه رنگ,مشهد,186000.0,52000000.0
9680,پراید 131 SE,سفید,دنده‌ای,1395,چند لکه رنگ,تهران,80.0,37000000.0
9681,جک S5 دنده‌ای,سفید,دنده‌ای,1396,بدون رنگ,شیراز,30.0,222000000.0
9682,پژو 206 تیپ ۲,سفید,دنده‌ای,1390,چند لکه رنگ,مشهد,200000.0,53000000.0
9683,سمند LX ساده,سرمه‌ای,دنده‌ای,1389,چند لکه رنگ,تهران,0.0,50700000.0
9684,پژو 206 تیپ ۲,یشمی,دنده‌ای,1382,چند لکه رنگ,تهران,350000.0,29000000.0
9685,تیبا صندوق‌دار SX,سفید,دنده‌ای,1398,بدون رنگ,تهران,0.0,31000000.0
9686,پراید 131 SX,سفید,دنده‌ای,1396,بدون رنگ,اهواز,60000.0,45000000.0
9687,پراید 131 EX,سفید,دنده‌ای,1398,بدون رنگ,تهران,0.0,26000000.0
9688,پراید 131 EX,سفید,دنده‌ای,1393,بدون رنگ,اصفهان,120000.0,38000000.0
9689,پژو 206 تیپ ۲,دلفینی,دنده‌ای,1388,دو لکه رنگ,تهران,200000.0,49000000.0
9690,پژو 206 تیپ ۵,سفید,دنده‌ای,1393,بدون رنگ,کرج,100.0,80000000.0
9691,پژو 206 تیپ ۲,خاکستری,دنده‌ای,1386,دو لکه رنگ,قم,250000.0,38500000.0
9692,پراید 131 SE,سفید,دنده‌ای,1396,بدون رنگ,کرج,80000.0,44500000.0
9693,پژو 405 GLX بنزینی,خاکستری,دنده‌ای,1394,یک لکه رنگ,تهران,97000.0,57500000.0
9694,پژو 405 GLX بنزینی,خاکستری,دنده‌ای,1397,بدون رنگ,تهران,15000.0,71000000.0
9695,پژو 206 تیپ ۵,سفید,دنده‌ای,1397,بدون رنگ,تهران,55000.0,100000000.0
9696,پژو 405 GLX بنزینی,خاکستری,دنده‌ای,1397,بدون رنگ,کرج,40000.0,74000000.0
9697,پراید 111 SE,سفید,دنده‌ای,1395,دو لکه رنگ,مشهد,80000.0,42000000.0
9698,پژو 206 تیپ ۵,سفید,دنده‌ای,1396,دو لکه رنگ,تهران,85000.0,81000000.0
9699,پراید 131 EX,سفید,دنده‌ای,1382,بدون رنگ,اصفهان,111.0,23300000.0
9700,پژو 206 تیپ ۵,سفید,دنده‌ای,1397,بدون رنگ,کرمانشاه,35000.0,105000000.0
9701,سمند LX EF7 بنزینی,سفید,دنده‌ای,1395,بدون رنگ,تهران,60000.0,77000000.0
9702,سمند LX ساده,سفید,دنده‌ای,1396,بدون رنگ,اهواز,65000.0,74000000.0
9703,پراید 131 SE,سفید,دنده‌ای,1390,چند لکه رنگ,مشهد,214000.0,28000000.0
9704,پراید 131 EX,سفید,دنده‌ای,1398,بدون رنگ,تهران,0.0,25000000.0
9705,پژو 405 GLX بنزینی,مشکی,دنده‌ای,1382,چند لکه رنگ,تهران,200000.0,26000000.0
9706,پژو 206 تیپ ۲,سفید,دنده‌ای,1396,بدون رنگ,مشهد,60.0,83300000.0
9707,جک S5 دنده‌ای,سفید,دنده‌ای,1396,بدون رنگ,تبریز,360.0,228000000.0
9708,پژو 405 GLX بنزینی,نقره‌ای,دنده‌ای,1388,دو لکه رنگ,تهران,180000.0,39000000.0
9709,پراید 131 SE,سفید,دنده‌ای,1398,بدون رنگ,اصفهان,37000.0,47900000.0
9710,پژو 206 تیپ ۵,سفید,دنده‌ای,1396,بدون رنگ,مشهد,50000.0,99000000.0
9711,پژو 206 تیپ ۲,نوک‌مدادی,دنده‌ای,1385,دو لکه رنگ,تهران,300.0,46000000.0
9712,پراید 111,دلفینی,دنده‌ای,1393,بدون رنگ,شیراز,130.0,49500000.0
9713,پژو 206 تیپ ۲,مشکی,دنده‌ای,1381,چند لکه رنگ,اصفهان,203751.0,27000000.0
9714,پراید 111 SE,سفید,دنده‌ای,1396,بدون رنگ,اصفهان,22.0,49000000.0
9715,دنا معمولی,سفید,دنده‌ای,1398,بدون رنگ,تهران,360.0,124500000.0
9716,سمند LX EF7 گازسوز,سفید,دنده‌ای,1396,بدون رنگ,کرج,45.0,95000000.0
9717,دنا معمولی 1700cc,دلفینی,دنده‌ای,1397,بدون رنگ,کرج,360.0,117000000.0
9718,پراید 131 دوگانه‌ سوز,نوک‌مدادی,دنده‌ای,1386,چند لکه رنگ,تهران,300.0,29000000.0
9719,پژو 206 تیپ ۲,خاکستری,دنده‌ای,1385,چند لکه رنگ,تبریز,11111.0,43500000.0
9720,سمند LX,سفید,دنده‌ای,1396,بدون رنگ,مشهد,70000.0,72500000.0
9721,پراید 131 SE,طوسی,دنده‌ای,1386,بدون رنگ,مشهد,300.0,28000000.0
9722,پژو 405 GLX بنزینی,نقره‌ای,دنده‌ای,1389,یک لکه رنگ,تهران,180000.0,46000000.0
9723,جک S5 اتوماتیک,سفید,اتوماتیک,1396,بدون رنگ,تهران,59.0,258000000.0
9724,پراید 131 EX,سفید,دنده‌ای,1395,دو لکه رنگ,شیراز,100000.0,39800000.0
9725,پژو 405 GLX بنزینی,بژ,دنده‌ای,1383,چند لکه رنگ,اصفهان,300000.0,28000000.0
9726,پژو 206 تیپ ۵,خاکستری,دنده‌ای,1383,بدون رنگ,اصفهان,390000.0,42000000.0
9727,پژو پارس ساده,نوک‌مدادی,دنده‌ای,1386,دو لکه رنگ,اصفهان,300000.0,49000000.0
9728,پژو 206 تیپ ۲,نوک‌مدادی,دنده‌ای,1387,چند لکه رنگ,کرج,200000.0,46500000.0
9729,پراید 131 SE,سفید,دنده‌ای,1395,یک لکه رنگ,تهران,60000.0,40000000.0
9730,پراید 111 EX,نوک‌مدادی,دنده‌ای,1389,بدون رنگ,تهران,240.0,33500000.0
9731,سمند LX ساده,سفید,دنده‌ای,1394,دو لکه رنگ,شیراز,100000.0,63000000.0
9732,جک S5 اتوماتیک,سفید,اتوماتیک,1398,بدون رنگ,تهران,0.0,175000000.0
9733,جک S5 اتوماتیک,سفید,اتوماتیک,1397,بدون رنگ,تهران,360.0,280000000.0
9734,پژو 206 تیپ ۲,مشکی,دنده‌ای,1384,چند لکه رنگ,رشت,290000.0,39500000.0
9735,سمند LX ساده,سفید,دنده‌ای,1398,بدون رنگ,رشت,20000.0,8350000.0
9736,پژو 405 GLX بنزینی,خاکستری,دنده‌ای,1382,دو لکه رنگ,مشهد,300000.0,28000000.0
9737,پژو 206 تیپ ۲,خاکستری,دنده‌ای,1388,یک لکه رنگ,کرج,210000.0,53000000.0
9738,سمند LX ساده,سفید,دنده‌ای,1389,چند لکه رنگ,قم,180.0,42000000.0
9739,پراید 131 دوگانه‌ سوز,سفید,دنده‌ای,1394,بدون رنگ,اهواز,30000.0,41000000.0
9740,پراید 131 EX,سفید,دنده‌ای,1395,بدون رنگ,کرج,130000.0,43000000.0
9741,پراید 111 SE,سفید,دنده‌ای,1396,بدون رنگ,مشهد,61.0,48500000.0
9742,پژو 206 تیپ ۲,سفید,دنده‌ای,1388,بدون رنگ,رشت,200.0,53000000.0
9743,پژو 405 GLX بنزینی,نقره‌ای,دنده‌ای,1390,دو لکه رنگ,تهران,165.0,48000000.0
9744,پژو 405 GLX بنزینی,خاکستری,دنده‌ای,1397,بدون رنگ,تهران,15000.0,75000000.0
9745,پراید 131 SE,سفید,دنده‌ای,1398,بدون رنگ,شیراز,0.0,28000000.0
9746,پراید 131 SL,سفید,دنده‌ای,1390,چند لکه رنگ,مشهد,250000.0,27000000.0
9747,پژو 206 تیپ ۲,سفید صدفی,دنده‌ای,1397,بدون رنگ,تهران,19000.0,88000000.0
9748,پراید 111 EX,سفید,دنده‌ای,1395,یک لکه رنگ,شیراز,104.0,46000000.0
9749,پراید 111 SE,سفید,دنده‌ای,1395,بدون رنگ,تهران,60000.0,45500000.0
9750,سمند LX ساده,سفید,دنده‌ای,1392,بدون رنگ,اصفهان,129800.0,59000000.0
9751,پراید 131 SE,سفید,دنده‌ای,1398,بدون رنگ,تهران,3.0,49000000.0
9752,پژو پارس ساده,نوک‌مدادی,دنده‌ای,1384,چند لکه رنگ,تهران,307200.0,39000000.0
9753,پژو 206 تیپ ۲,خاکستری,دنده‌ای,1385,چند لکه رنگ,تبریز,200000.0,37000000.0
9754,پراید 131 SL,یشمی,دنده‌ای,1383,چند لکه رنگ,تهران,350.0,18500000.0
9755,پراید 131 SE,سفید,دنده‌ای,1398,بدون رنگ,تبریز,10000.0,49000000.0
9756,پژو 206 تیپ ۵,سفید,دنده‌ای,1395,بدون رنگ,تهران,95.0,78000000.0
9757,پژو 405 GLX بنزینی,نقره‌ای,دنده‌ای,1387,چند لکه رنگ,کرمانشاه,213.0,43000000.0
9758,پراید 111 SE,سفید,دنده‌ای,1394,یک لکه رنگ,مشهد,62000.0,41000000.0
9759,پژو 405 GLX بنزینی,خاکستری,دنده‌ای,1392,بدون رنگ,کرج,113000.0,53000000.0
9760,پراید 131 SE,سفید,دنده‌ای,1396,دو لکه رنگ,تهران,57000.0,40000000.0
9761,دنا معمولی,سفید,دنده‌ای,1398,بدون رنگ,مشهد,0.0,128500000.0
9762,پژو 405 GLX بنزینی,نقره‌ای,دنده‌ای,1388,چند لکه رنگ,تهران,156000.0,37300000.0
9763,پژو 405 GLX بنزینی,آلبالویی,دنده‌ای,1378,دو لکه رنگ,اصفهان,0.0,24500000.0
9764,پراید 131 EX,سفید,دنده‌ای,1398,بدون رنگ,شیراز,0.0,29500000.0
9765,پژو 206 تیپ ۵,سفید,دنده‌ای,1396,بدون رنگ,تبریز,60000.0,92500000.0
9766,پراید 131 دوگانه‌ سوز,نقرآبی,دنده‌ای,1384,چند لکه رنگ,قم,100000.0,20500000.0
9767,پژو 405 GLX بنزینی,دلفینی,دنده‌ای,1388,بدون رنگ,شیراز,200.0,45000000.0
9768,تیبا صندوق‌دار SX,سفید,دنده‌ای,1398,بدون رنگ,تهران,10000.0,30000000.0
9769,پراید 111 SL,سفید,دنده‌ای,1394,دو لکه رنگ,مشهد,102.0,39000000.0
9770,پژو 206 تیپ ۲,نقرآبی,دنده‌ای,1385,بدون رنگ,مشهد,260.0,40500000.0
9771,سمند LX ساده,نقره‌ای,دنده‌ای,1386,چند لکه رنگ,تهران,340000.0,37500000.0
9772,پژو پارس ساده,نقره‌ای,دنده‌ای,1386,بدون رنگ,تهران,180.0,55000000.0
9773,پژو 206 تیپ ۲,بژ,دنده‌ای,1383,چند لکه رنگ,تهران,285000.0,35500000.0
9774,تیبا صندوق‌دار EX,سفید,دنده‌ای,1398,بدون رنگ,مشهد,1.0,55700000.0
9775,پژو پارس ساده,سفید,دنده‌ای,1392,بدون رنگ,اهواز,55000.0,76000000.0
9776,سمند LX ساده,سفید,دنده‌ای,1392,یک لکه رنگ,کرج,130000.0,58000000.0
9777,پژو 206 تیپ ۲,بژ,دنده‌ای,1383,بدون رنگ,مشهد,300000.0,39000000.0
