,brand,color,gear,year,body,loc_1,usage,price
4547,پژو 206 تیپ ۵,سفید,دنده‌ای,1394,بدون رنگ,مشهد,84000.0,79500000.0
4548,پژو پارس ساده,مشکی,دنده‌ای,1382,چند لکه رنگ,تهران,282.0,42000000.0
4549,تیبا صندوق‌دار SX,نوک‌مدادی,دنده‌ای,1396,دو لکه رنگ,رشت,70000.0,50000000.0
4550,پژو پارس ساده,سفید,دنده‌ای,1394,دو لکه رنگ,تهران,135000.0,72000000.0
4551,پراید 131 LE,سفید,دنده‌ای,1392,بدون رنگ,اهواز,111111.0,4000000.0
4552,پژو 405 GLX بنزینی,نقره‌ای,دنده‌ای,1388,چند لکه رنگ,کرج,238000.0,39000000.0
4553,تیبا صندوق‌دار EX,سفید,دنده‌ای,1397,بدون رنگ,تهران,65000.0,55000000.0
4554,پراید 111 SX,سفید,دنده‌ای,1391,بدون رنگ,تهران,120000.0,39000000.0
4555,پژو 206 تیپ ۵,سفید,دنده‌ای,1394,بدون رنگ,مشهد,80000.0,81000000.0
4556,پژو 405 GLX بنزینی,نوک‌مدادی,دنده‌ای,1378,چند لکه رنگ,کرمانشاه,230000.0,2050000.0
4557,سمند LX EF7 بنزینی,مشکی,دنده‌ای,1394,بدون رنگ,تهران,85000.0,73000000.0
4558,پراید 111 SE,نوک‌مدادی,دنده‌ای,1396,بدون رنگ,اصفهان,37000.0,49000000.0
4559,پژو 206 تیپ ۲,مشکی,دنده‌ای,1381,چند لکه رنگ,تهران,250000.0,32000000.0
4560,پژو 405 GLX بنزینی,بژ,دنده‌ای,1387,دو لکه رنگ,کرج,250000.0,38000000.0
4561,پراید 131 SE,سفید,دنده‌ای,1396,بدون رنگ,تهران,58000.0,43200000.0
4562,پراید 131 SL,سفید,دنده‌ای,1387,بدون رنگ,تهران,148.0,32000000.0
4563,پراید 131 SE,سفید,دنده‌ای,1398,بدون رنگ,تهران,6000.0,49000000.0
4564,پژو 206 تیپ ۲,نقرآبی,دنده‌ای,1382,چند لکه رنگ,تهران,219000.0,34500000.0
4565,پژو 405 GLX بنزینی,دلفینی,دنده‌ای,1378,چند لکه رنگ,مشهد,300000.0,20000000.0
4566,پژو 206 تیپ ۲,نقره‌ای,دنده‌ای,1383,چند لکه رنگ,تهران,18000.0,32800000.0
4567,پراید 131 دوگانه‌ سوز,نقره‌ای,دنده‌ای,1387,چند لکه رنگ,شیراز,334.0,30000000.0
4568,پراید 131 SE,سفید,دنده‌ای,1397,بدون رنگ,تهران,12000.0,47000000.0
4569,پراید 131 EX,سفید,دنده‌ای,1381,یک لکه رنگ,کرج,270000.0,16500000.0
4570,پراید 131 EX,سفید,دنده‌ای,1398,بدون رنگ,تهران,0.0,30000000.0
4571,پژو پارس ساده,سفید,دنده‌ای,1387,یک لکه رنگ,تهران,175000.0,5900000.0
4572,پژو 405 GLX بنزینی,نقره‌ای,اتوماتیک,1385,بدون رنگ,تهران,160.0,46000000.0
4573,پژو 206 تیپ ۲,سفید,دنده‌ای,1396,بدون رنگ,اصفهان,71000.0,81500000.0
4574,سمند LX EF7 گازسوز,زرد,دنده‌ای,1387,چند لکه رنگ,تهران,200.0,55000000.0
4575,پراید 131 SE,سفید,دنده‌ای,1396,بدون رنگ,قم,67000.0,46000000.0
4576,پژو 206 تیپ ۲,نقرآبی,دنده‌ای,1380,چند لکه رنگ,کرمانشاه,2222.0,27000000.0
4577,پژو 206 تیپ ۲,آبی,دنده‌ای,1395,یک لکه رنگ,اهواز,66000.0,72000000.0
4578,پژو 206 تیپ ۲,دلفینی,دنده‌ای,1385,دو لکه رنگ,مشهد,30.0,35000000.0
4579,پراید 131,خاکستری,دنده‌ای,1388,بدون رنگ,کرج,185000.0,31500000.0
4580,سمند LX ساده,سفید,دنده‌ای,1397,چند لکه رنگ,کرج,24000.0,75000000.0
4581,پژو 206 تیپ ۵,نقره‌ای,دنده‌ای,1382,چند لکه رنگ,کرج,230000.0,37000000.0
4582,پژو پارس ساده,نوک‌مدادی,دنده‌ای,1382,دو لکه رنگ,مشهد,220.0,25000000.0
4583,پژو 206 تیپ ۲,خاکستری,دنده‌ای,1386,چند لکه رنگ,کرمانشاه,220000.0,48000000.0
4584,پراید 111 SE,سفید,دنده‌ای,1398,بدون رنگ,شیراز,0.0,50000000.0
4585,پژو پارس ساده,نقره‌ای,دنده‌ای,1387,چند لکه رنگ,رشت,333000.0,45600000.0
4586,سمند LX EF7 گازسوز,نقره‌ای,دنده‌ای,1384,چند لکه رنگ,تبریز,260000.0,31000000.0
4587,پراید 131 SX,خاکستری,دنده‌ای,1391,بدون رنگ,کرج,129.0,32000000.0
4588,تیبا صندوق‌دار SX,سفید,دنده‌ای,1398,بدون رنگ,تهران,0.0,55500000.0
4589,سمند LX ساده,نوک‌مدادی,دنده‌ای,1389,بدون رنگ,قم,180000.0,49500000.0
4590,پژو 206 تیپ ۵,مشکی,دنده‌ای,1394,بدون رنگ,کرج,88000.0,80000000.0
4591,پراید 131 SE,سفید,دنده‌ای,1392,چند لکه رنگ,شیراز,138000.0,33700000.0
4592,پراید 111 SX,سفید,دنده‌ای,1391,بدون رنگ,کرج,160000.0,37000000.0
4593,پراید 131 EX,سفید,دنده‌ای,1395,بدون رنگ,شیراز,100.0,45800000.0
4594,پژو 405 GLX بنزینی,خاکستری,دنده‌ای,1395,بدون رنگ,رشت,90.0,63000000.0
4595,پژو پارس ساده,نقره‌ای,دنده‌ای,1386,بدون رنگ,مشهد,223854.0,50000000.0
4596,سمند LX ساده,نقره‌ای,دنده‌ای,1390,یک لکه رنگ,کرج,280000.0,48500000.0
4597,پژو 405 GLX بنزینی,یشمی,دنده‌ای,1382,بدون رنگ,تبریز,200000.0,28000000.0
4598,سمند LX EF7 گازسوز,سفید,دنده‌ای,1395,بدون رنگ,مشهد,100.0,90000000.0
4599,پراید 131 SE,سفید,دنده‌ای,1396,بدون رنگ,مشهد,68.0,45500000.0
4600,سمند LX ساده,سفید,دنده‌ای,1395,یک لکه رنگ,کرج,64000.0,71200000.0
4601,پراید 111 SE,سفید,دنده‌ای,1391,دو لکه رنگ,کرج,100.0,37400000.0
4602,پراید 131 SE,سفید,دنده‌ای,1388,چند لکه رنگ,تبریز,300.0,29000000.0
4603,پژو 405 GLX بنزینی,نوک‌مدادی,دنده‌ای,1392,چند لکه رنگ,شیراز,180000.0,42000000.0
4604,تیبا صندوق‌دار EX,سفید,دنده‌ای,1397,بدون رنگ,تهران,56000.0,54000000.0
4605,پراید 131 EX,نقرآبی,دنده‌ای,1387,دو لکه رنگ,کرج,250000.0,28500000.0
4606,پژو 206 تیپ ۵,سفید,دنده‌ای,1393,یک لکه رنگ,تهران,150000.0,79000000.0
4607,پژو پارس ساده,نقره‌ای,دنده‌ای,1385,بدون رنگ,تهران,240000.0,45000000.0
4608,سمند LX ساده,نقره‌ای,دنده‌ای,1388,چند لکه رنگ,تهران,200000.0,42500000.0
4609,پراید 131 SX,سفید,دنده‌ای,1390,یک لکه رنگ,کرج,260.0,32000000.0
4610,پراید 131 EX,سفید,دنده‌ای,1395,بدون رنگ,شیراز,34000.0,42500000.0
4611,پژو 206 تیپ ۲,سفید,دنده‌ای,1397,بدون رنگ,تهران,50000.0,86000000.0
4612,پراید 131 SE,سفید,دنده‌ای,1395,بدون رنگ,تهران,56000.0,43000000.0
4613,پژو 405 GLX بنزینی,نقره‌ای,دنده‌ای,1396,بدون رنگ,کرج,46000.0,70500000.0
4614,پراید 111 SX,نقره‌ای,دنده‌ای,1391,دو لکه رنگ,رشت,128000.0,37500000.0
4615,پژو 206 تیپ ۵,سفید,دنده‌ای,1394,بدون رنگ,اصفهان,77000.0,87000000.0
4616,پژو پارس ساده,یشمی,دنده‌ای,1381,چند لکه رنگ,تهران,415.0,30000000.0
4617,پژو 206 تیپ ۵,سفید,دنده‌ای,1398,بدون رنگ,کرمانشاه,0.0,11800000.0
4618,پراید 131 SL,سفید,دنده‌ای,1390,دو لکه رنگ,مشهد,275000.0,27500000.0
4619,سمند LX ساده,آبی,دنده‌ای,1392,بدون رنگ,تهران,133000.0,57000000.0
4620,سمند LX ساده,سفید,دنده‌ای,1398,بدون رنگ,تهران,0.0,46000000.0
4621,پراید 131 SE,سفید,دنده‌ای,1396,بدون رنگ,کرج,123000.0,43000000.0
4622,پراید 131 SE,سفید,دنده‌ای,1396,بدون رنگ,اصفهان,110000.0,44000000.0
4623,پراید 131 SE,نوک‌مدادی,دنده‌ای,1394,چند لکه رنگ,کرج,150000.0,37000000.0
4624,پژو 206 تیپ ۲,سفید,دنده‌ای,1397,یک لکه رنگ,تهران,36000.0,85000000.0
4625,پژو پارس ساده,سفید,دنده‌ای,1396,دو لکه رنگ,تهران,61000.0,89000000.0
4626,پراید 111 SE,سفید,دنده‌ای,1395,یک لکه رنگ,تهران,82000.0,45800000.0
4627,سمند LX EF7 بنزینی,سفید,دنده‌ای,1390,یک لکه رنگ,اصفهان,190000.0,59000000.0
4628,پراید 131 SX,مشکی,دنده‌ای,1384,یک لکه رنگ,تهران,230000.0,24300000.0
4629,پژو پارس ساده,سفید,دنده‌ای,1387,چند لکه رنگ,مشهد,600.0,52000000.0
4630,جک S5 دنده‌ای,مشکی,دنده‌ای,1394,بدون رنگ,کرج,60000.0,150000000.0
4631,پژو 405 GLX بنزینی,عنابی,دنده‌ای,1382,چند لکه رنگ,رشت,340000.0,25000000.0
4632,سمند LX ساده,سفید,دنده‌ای,1386,چند لکه رنگ,تهران,300000.0,35000000.0
4633,پژو 206 تیپ ۲,سفید,دنده‌ای,1398,بدون رنگ,شیراز,12000.0,88000000.0
4634,پراید 131 SL,سفید,دنده‌ای,1391,چند لکه رنگ,شیراز,200000.0,32000000.0
4635,پژو 206 تیپ ۵,مشکی,دنده‌ای,1397,چند لکه رنگ,شیراز,6000.0,95000000.0
4636,پژو پارس ساده,نقره‌ای,دنده‌ای,1386,بدون رنگ,مشهد,123000.0,52000000.0
4637,پژو پارس ساده,سفید,دنده‌ای,1394,بدون رنگ,تبریز,183.0,82000000.0
4638,پژو 405 GLX بنزینی,مشکی,دنده‌ای,1383,یک لکه رنگ,اصفهان,250000.0,31000000.0
4639,پژو 206 تیپ ۲,بژ,دنده‌ای,1384,دو لکه رنگ,اصفهان,370.0,38500000.0
4640,پراید 111 SE,سفید,دنده‌ای,1398,بدون رنگ,تهران,0.0,53500000.0
4641,پراید 131 SL,سفید,دنده‌ای,1390,چند لکه رنگ,تبریز,190000.0,28000000.0
4642,پراید 131 EX,مشکی,دنده‌ای,1385,چند لکه رنگ,اصفهان,270.0,24000000.0
4643,پژو پارس ساده,خاکستری,دنده‌ای,1397,یک لکه رنگ,تهران,52000.0,93000000.0
4644,پراید 131 SX,مشکی,دنده‌ای,1398,بدون رنگ,تهران,72.0,49000000.0
4645,پراید 131 SX,سفید,دنده‌ای,1390,یک لکه رنگ,شیراز,0.0,34000000.0
4646,پراید 131 EX,نقره‌ای,دنده‌ای,1395,بدون رنگ,اهواز,56588.0,4500000.0
4647,پراید 111 SE,نقره‌ای,دنده‌ای,1395,بدون رنگ,مشهد,95000.0,45150000.0
4648,پژو 206 تیپ ۲,خاکستری,دنده‌ای,1396,یک لکه رنگ,تهران,25000.0,75000000.0
4649,پراید 131 SE,سفید,دنده‌ای,1394,بدون رنگ,مشهد,100.0,42500000.0
4650,پژو 206 تیپ ۲,نقره‌ای,دنده‌ای,1383,چند لکه رنگ,کرج,300.0,31500000.0
4651,پراید 131 EX,سفید,دنده‌ای,1393,چند لکه رنگ,تهران,105000.0,32000000.0
4652,پژو 206 تیپ ۲,سفید,دنده‌ای,1389,دو لکه رنگ,تهران,220000.0,55000000.0
4653,پژو 206 تیپ ۵,مشکی,دنده‌ای,1394,چند لکه رنگ,تهران,112000.0,60000000.0
4654,پراید 131 SE,زیتونی,دنده‌ای,1387,چند لکه رنگ,کرج,240.0,25900000.0
4655,پژو پارس ساده,سفید,دنده‌ای,1392,دو لکه رنگ,تبریز,2000.0,72000000.0
4656,سمند LX ساده,سفید,دنده‌ای,1389,چند لکه رنگ,تهران,190000.0,48000000.0
4657,پژو 206 تیپ ۲,بژ,دنده‌ای,1383,چند لکه رنگ,تهران,300000.0,37000000.0
4658,تیبا صندوق‌دار LX,سفید,دنده‌ای,1395,چند لکه رنگ,مشهد,105000.0,45000000.0
4659,دنا معمولی 1700cc,سفید,دنده‌ای,1398,بدون رنگ,تبریز,4900.0,122000000.0
4660,پژو 206 تیپ ۲,ذغالی,دنده‌ای,1381,چند لکه رنگ,تهران,320000.0,29000000.0
4661,تیبا صندوق‌دار EX,سفید,دنده‌ای,1398,بدون رنگ,تهران,0.0,31000000.0
4662,پراید 111 SE,سفید,دنده‌ای,1396,بدون رنگ,تهران,50000.0,4650000.0
4663,پراید 131 SE,سفید,دنده‌ای,1395,بدون رنگ,تهران,44000.0,43000000.0
4664,پراید 131 SE,سفید,دنده‌ای,1394,بدون رنگ,اصفهان,130.0,40000000.0
4665,سمند LX ساده,سفید,دنده‌ای,1396,بدون رنگ,کرج,50000.0,76000000.0
4666,پراید 131 SL,سفید,دنده‌ای,1391,چند لکه رنگ,شیراز,111111.0,32500000.0
4667,پژو 206 تیپ ۲,خاکستری,دنده‌ای,1385,چند لکه رنگ,اصفهان,290000.0,40000000.0
4668,پژو 405 GLX بنزینی,نقره‌ای,دنده‌ای,1392,بدون رنگ,تهران,185.0,53800000.0
4669,پژو 405 GLX بنزینی,نقره‌ای,دنده‌ای,1391,چند لکه رنگ,تهران,150000.0,48000000.0
4670,پژو 405 GLX بنزینی,بژ,دنده‌ای,1383,چند لکه رنگ,کرج,100000.0,32000000.0
4671,پراید 131 SE,سفید,دنده‌ای,1397,بدون رنگ,قم,34000.0,48500000.0
4672,پژو 405 GLX بنزینی,بژ,دنده‌ای,1383,چند لکه رنگ,تهران,330.0,31000000.0
4673,پراید 131 دوگانه‌ سوز,سفید,دنده‌ای,1389,چند لکه رنگ,اهواز,4545.0,27000000.0
4674,پژو 206 تیپ ۲,سفید,دنده‌ای,1397,بدون رنگ,مشهد,23000.0,87600000.0
4675,پراید 131 EX,سفید,دنده‌ای,1381,بدون رنگ,شیراز,1.0,21000000.0
4676,پراید 131 SE,سفید,دنده‌ای,1396,دو لکه رنگ,اهواز,70.0,38000000.0
4677,پراید 111 EX,سفید,دنده‌ای,1397,بدون رنگ,اهواز,15000.0,52500000.0
4678,پژو 405 GLX بنزینی,یشمی,دنده‌ای,1377,چند لکه رنگ,مشهد,300000.0,22000000.0
4679,پژو 405 GLX بنزینی,زیتونی,دنده‌ای,1380,یک لکه رنگ,تهران,260000.0,24000000.0
4680,پژو 206 تیپ ۲,سفید,دنده‌ای,1396,بدون رنگ,تهران,73000.0,78000000.0
4681,پراید 131 SL,یشمی,دنده‌ای,1379,چند لکه رنگ,تهران,1111.0,14000000.0
4682,پژو 206 تیپ ۵,سفید,دنده‌ای,1393,بدون رنگ,اصفهان,170000.0,72500000.0
4683,پراید 131 SE,سفید,دنده‌ای,1394,بدون رنگ,تهران,103000.0,40000000.0
4684,پژو 405 GLX بنزینی,نقره‌ای,دنده‌ای,1389,چند لکه رنگ,اصفهان,65000.0,37000000.0
4685,پراید 131 EX,سفید,دنده‌ای,1396,یک لکه رنگ,شیراز,300.0,48000000.0
4686,پژو 206 تیپ ۲,نقره‌ای,دنده‌ای,1384,چند لکه رنگ,کرج,390000.0,33800000.0
4687,پژو 206 تیپ ۲,سفید,دنده‌ای,1394,چند لکه رنگ,تهران,125000.0,64800000.0
4688,پژو 206 تیپ ۵,سفید,دنده‌ای,1398,بدون رنگ,تهران,0.0,30000000.0
4689,پژو 206 تیپ ۵,سفید,دنده‌ای,1388,چند لکه رنگ,قم,200000.0,50000000.0
4690,پژو 206 تیپ ۲,نوک‌مدادی,دنده‌ای,1384,چند لکه رنگ,کرج,250000.0,41000000.0
4691,پژو 405 GLX بنزینی,دلفینی,دنده‌ای,1383,چند لکه رنگ,اصفهان,9999.0,26000000.0
4692,پراید 131 EX,نقره‌ای,دنده‌ای,1388,دو لکه رنگ,مشهد,80000.0,20500000.0
4693,پراید 131 EX,سفید,دنده‌ای,1390,دو لکه رنگ,اهواز,222222.0,30000000.0
4694,پراید 131 SE,سفید,دنده‌ای,1398,بدون رنگ,مشهد,0.0,49000000.0
4695,پراید 131 EX,سفید,دنده‌ای,1385,چند لکه رنگ,شیراز,165000.0,24500000.0
4696,پژو 405 GLX بنزینی,خاکستری,دنده‌ای,1393,بدون رنگ,تهران,124000.0,55000000.0
4697,پراید 131 SE,سفید صدفی,دنده‌ای,1382,چند لکه رنگ,کرج,1000.0,16000000.0
4698,پراید 131 EX,سفید,دنده‌ای,1398,بدون رنگ,اصفهان,0.0,48000000.0
4699,پراید 111 SE,سفید,دنده‌ای,1397,بدون رنگ,تبریز,36000.0,51000000.0
4700,پژو پارس ساده,سفید,دنده‌ای,1388,یک لکه رنگ,قم,300000.0,56000000.0
4701,پراید 131 SE,سفید,دنده‌ای,1395,بدون رنگ,مشهد,70.0,45000000.0
4702,پراید 111 EX,سفید صدفی,دنده‌ای,1398,بدون رنگ,تهران,2700.0,52500000.0
4703,پراید 131 SE,سفید,دنده‌ای,1397,بدون رنگ,کرج,50000.0,48000000.0
4704,پراید 131 SL,سفید,دنده‌ای,1393,بدون رنگ,تهران,78.0,39000000.0
4705,پژو 206 تیپ ۲,سفید,دنده‌ای,1396,بدون رنگ,تهران,36000.0,83700000.0
4706,دنا معمولی,مشکی,دنده‌ای,1398,بدون رنگ,اصفهان,0.0,130000000.0
4707,پراید 131 EX,نوک‌مدادی,دنده‌ای,1389,دو لکه رنگ,کرج,257.0,32500000.0
4708,پراید 111 SE,آبی,دنده‌ای,1395,بدون رنگ,کرج,76000.0,45500000.0
